Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,SummaryQuote
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,213.67,$17.04B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,10.51,$26.83B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,2.85,$1.57B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,28.14,$2B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,25.2,$20.59B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,12.2,$73.2M,1992,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,13.61,$468.78M,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,106.2,$44.06B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1060,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",41,$5.54B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",26.08,$964.11M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cry
CSS,"CSS Industries, Inc.",9.6,$84.82M,n/a,Consumer Services,Consumer: Greeting Cards,https://www.nasdaq.com/symbol/css
CTS,CTS Corporation,24.46,$809.31M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,29.4,$5.48B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,51.9,$1.42B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",85.4,$5.46B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",22.7466,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfr^a
CULP,"Culp, Inc.",18.69,$233.47M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/culp
CMI,Cummins Inc.,128.22,$20.59B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,9.58,$440.61M,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,99.04,$4.34B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),6.28,$15.54M,2012,n/a,n/a,https://www.nasdaq.com/symbol/srf
SRV,Cushing MLP & Infrastructure Total Return Fund,8.2,$55.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srv
SZC,Cushing Renaissance Fund (The),12.97,$101.23M,2012,n/a,n/a,https://www.nasdaq.com/symbol/szc
CWK,Cushman & Wakefield plc,14.45,$3.12B,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/cwk
CUBI,"Customers Bancorp, Inc",17.11,$542.17M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",24.6884,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",23.1351,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",23.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",22.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^f
CVI,CVR Energy Inc.,31.09,$3.13B,2007,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.25,$368.17M,2011,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",9.21,$1.36B,2013,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,63.7,$82.38B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",5.8,$69.29M,2014,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/celp
DHI,"D.R. Horton, Inc.",33.62,$12.65B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/dhi
DAN,Dana Incorporated,13.1,$1.9B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,98.48,$69.02B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,0.8302,$177.1M,2006,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,22.19,$285.45M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",99.18,$12.31B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,18.77,$3.09B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar
DVA,DaVita Inc.,49.82,$8.27B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,27.18,$3.9B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp
DCP^B,DCP Midstream LP,21.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dcp^b
DCP^C,DCP Midstream LP,21.3965,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dcp^c
DF,Dean Foods Company,3.96,$361.95M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,122.88,$3.58B,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck
DE,Deere & Company,142.99,$46B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,8.17,$103.46M,2007,n/a,n/a,https://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",10.08,$77.5M,1993,n/a,n/a,https://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",28.52,$695.75M,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",31.38,$2.57B,2017,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk
DVMT,Dell Technologies Inc.,102.73,$20.48B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/dvmt
DLPH,Delphi Technologies PLC,13.78,$1.22B,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",49.45,$33.9B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,37.11,$1.72B,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,1.55,$713.85M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr
DESP,"Despegar.com, Corp.",11.64,$805.04M,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/desp
DKT,Deutsch Bk Contingent Cap Tr V,25.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,7.87,$16.25B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/db
DXB,Deutsche Bank AG,23.94,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,21.91,$10.26B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",1.52,$80.39M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",4.09,$587.29M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dht
DEO,Diageo plc,140.1,$85.15B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",9.2,$1.26B,1995,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/do
DRH,Diamondrock Hospitality Company,8.98,$1.87B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,3.29,$355.09M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,21.0594,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dsx^b
DKS,Dick&#39;s Sporting Goods Inc,30.33,$2.98B,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,2.52,$191.83M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",106.1,$21.89B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",25.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^c
DLR^G,"Digital Realty Trust, Inc.",23.0943,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^g
DLR^H,"Digital Realty Trust, Inc.",25.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",24.79,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^i
DLR^J,"Digital Realty Trust, Inc.",20.1884,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^j
DDS,"Dillard&#39;s, Inc.",56.94,$1.51B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",25.38,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",69.7,$1.23B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",13.06,$972.64M,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,56.4,$18.95B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs
DNI,Dividend and Income Fund,9.09,$112.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,59.52,$6.15B,2005,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,99.74,$26.22B,2009,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dg
DM,"Dominion Energy Midstream Partners, LP",19.06,$2.41B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dm
D,"Dominion Energy, Inc.",74.89,$49.16B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d
DCUD,"Dominion Energy, Inc.",49.11,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcud
DRUA,"Dominion Energy, Inc.",22.23,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,239.49,$9.96B,2004,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,34.86,$2.27B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",42.22,$5.4B,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",13.66,$465.81M,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,5.9,$325.48M,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,16.35,$1.66B,2013,n/a,n/a,https://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,18.9,$280.87M,2012,n/a,n/a,https://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",34.38,$780.46M,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",34.04,$5.78B,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,68.99,$10.1B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,2.26,$75.22M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",1.97,$72.2M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dvd
DWDP,DowDuPont Inc.,50.59,$116.07B,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dwdp
RDY,Dr. Reddy&#39;s Laboratories Ltd,36.84,$6.12B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,1.98,$137.89M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/drd
DCF,Dreyfus Alcentra,7.53,$112.66M,2017,n/a,n/a,https://www.nasdaq.com/symbol/dcf
DHF,Dreyfus High Yield Strategies Fund,2.57,$186.86M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",12.02,$220.95M,2013,n/a,n/a,https://www.nasdaq.com/symbol/dmb
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",6.98,$344.6M,1989,n/a,n/a,https://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",7.13,$441.99M,1987,n/a,n/a,https://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",27.76,$993.18M,1997,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,3.6,$241.3M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,24.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,23.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,24.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^d
DSW,DSW Inc.,23.34,$1.88B,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,114.05,$20.75B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,22.65,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy Company,22.18,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtq
DTV,DTE Energy Company,52.92,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtv
DTW,DTE Energy Company,21.99,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,25.03,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,34.85,$397.65M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,11.84,$449.09M,2011,n/a,n/a,https://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,3.75,$98.28M,2014,n/a,n/a,https://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",10.38,$2.96B,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",12.41,$105.74M,1991,n/a,n/a,https://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",8.12,$223.26M,1993,n/a,n/a,https://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,87.67,$62.5B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk
DUKB,Duke Energy Corporation,23.89,n/a,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,22.4,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,26.57,$9.52B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),141.99,$5.27B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dnb
DXC,DXC Technology Company,50.48,$14.14B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",49.39,$1.55B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,3.11,$110.37M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,17.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^a
DLNG^B,Dynagas LNG Partners LP,17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^b
DX,"Dynex Capital, Inc.",5.62,$335.45M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",22.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^b
DD^A,E.I. du Pont de Nemours and Company,80,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,97.9403,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd^b
ELF,"e.l.f. Beauty, Inc.",8.31,$401M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/elf
EGIF,Eagle Growth and Income Opportunities Fund,12.74,$91.48M,2015,n/a,n/a,https://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,58.58,$2.75B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,13.5,$312.09M,2014,n/a,n/a,https://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,24.55,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,24.782,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,23.3266,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,24.88,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/eccy
ESTE,"Earthstone Energy, Inc.",4.61,$295.55M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",15.76,$958.5M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",92.68,$3.34B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,69.16,$9.68B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,2.49,$106.39M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kodk
ETN,"Eaton Corporation, PLC",66.37,$28.76B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,12.82,$921.88M,2005,n/a,n/a,https://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,8.8,$944.37M,2005,n/a,n/a,https://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,33.36,$3.9B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,11.72,$459.11M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,13.15,$627.11M,2005,n/a,n/a,https://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,12.36,$492.72M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eft
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,8.43,$199.05M,2017,n/a,n/a,https://www.nasdaq.com/symbol/efl
EFF,Eaton vance Floating-Rate Income Plus Fund,13.95,$106.11M,2013,n/a,n/a,https://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,9.18,$197.01M,2016,n/a,n/a,https://www.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,18.9,$204.76M,2013,n/a,n/a,https://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,18.74,$285.34M,2009,n/a,n/a,https://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,11.09,$263.75M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,7.97,$507.45M,2007,n/a,n/a,https://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,12.06,$444.39M,2003,n/a,n/a,https://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,5.73,$216.98M,1998,n/a,n/a,https://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,12.28,$219.57M,2005,n/a,n/a,https://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,17.99,$1.31B,2003,n/a,n/a,https://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,17.61,$256.41M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,8.68,$84.47M,2010,n/a,n/a,https://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,12.62,$962.91M,2004,n/a,n/a,https://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,12.53,$325.5M,2005,n/a,n/a,https://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,9.71,$1.45B,2006,n/a,n/a,https://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,7.41,$2.24B,2007,n/a,n/a,https://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,1.46,$25.7M,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,0.7669,$232.01M,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,143.96,$41.59B,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,16.16,$33.22B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ec
EIX,Edison International,56.18,$18.3B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eix
EW,Edwards Lifesciences Corporation,144.21,$30.15B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,9.47,$657.65M,2014,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/ehic
EP^C,El Paso Corporation,42.1,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ep^c
